model,size,alpha,start,end,TOP,task,role,correct,E_count,invalid,total,accuracy_percentage,suite,refusal_enabled,refusal_label
llama3,70B,4,17,30,40,conceptual physics,neutral,67,0,69,136,49.26,default,0,
llama3,70B,4,17,30,40,diff,neutral,14,0,36,50,28.0,default,0,
llama3,70B,4,17,30,40,econometrics,neutral,38,0,47,85,44.71,default,0,
llama3,70B,4,17,30,40,electrical engineering,neutral,31,0,36,67,46.27,default,0,
llama3,70B,4,17,30,40,elementary mathematics,neutral,112,0,192,304,36.84,default,0,
llama3,70B,4,17,30,40,formal logic,neutral,38,0,60,98,38.78,default,0,
llama3,70B,4,17,30,40,fund,neutral,20,0,47,67,29.85,default,0,
llama3,70B,4,17,30,40,global facts,neutral,22,0,62,84,26.19,default,0,
llama3,70B,4,17,30,40,high school biology,neutral,99,0,41,140,70.71,default,0,
llama3,70B,4,17,30,40,high school chemistry,neutral,46,0,69,115,40.0,default,0,
llama3,70B,4,17,30,40,high school computer science,neutral,36,0,26,62,58.06,default,0,
llama3,70B,4,17,30,40,high school european history,neutral,24,0,45,69,34.78,default,0,
llama3,70B,4,17,30,40,high school geography,neutral,43,0,22,65,66.15,default,0,
llama3,70B,4,17,30,40,high school government and politics,neutral,40,0,11,51,78.43,default,0,
llama3,70B,4,17,30,40,high school macroeconomics,neutral,138,0,78,216,63.89,default,0,
llama3,70B,4,17,30,40,high school mathematics,neutral,55,0,187,242,22.73,default,0,
llama3,70B,4,17,30,40,high school microeconomics,neutral,87,0,56,143,60.84,default,0,
llama3,70B,4,17,30,40,high school physics,neutral,43,0,84,127,33.86,default,0,
llama3,70B,4,17,30,40,high school psychology,neutral,108,0,61,169,63.91,default,0,
llama3,70B,4,17,30,40,high school statistics,neutral,56,0,87,143,39.16,default,0,
llama3,70B,4,17,30,40,high school us history,neutral,42,0,41,83,50.6,default,0,
llama3,70B,4,17,30,40,high school world history,neutral,52,0,32,84,61.9,default,0,
llama3,70B,4,17,30,40,human aging,neutral,41,0,45,86,47.67,default,0,
llama3,70B,4,17,30,40,human sexuality,neutral,26,0,27,53,49.06,default,0,
llama3,70B,4,17,30,40,international law,neutral,33,0,22,55,60.0,default,0,
llama3,70B,4,17,30,40,jurisprudence,neutral,18,0,25,43,41.86,default,0,
llama3,70B,4,17,30,40,logical fallacies,neutral,51,0,22,73,69.86,default,0,
llama3,70B,4,17,30,40,machine learning,neutral,54,0,36,90,60.0,default,0,
llama3,70B,4,17,30,40,management,neutral,20,0,17,37,54.05,default,0,
llama3,70B,4,17,30,40,marketing,neutral,51,0,24,75,68.0,default,0,
llama3,70B,4,17,30,40,matter,neutral,5,0,42,47,10.64,default,0,
llama3,70B,4,17,30,40,medical genetics,neutral,30,0,24,54,55.56,default,0,
llama3,70B,4,17,30,40,miscellaneous,neutral,152,0,113,265,57.36,default,0,
llama3,70B,4,17,30,40,moral disputes,neutral,72,0,67,139,51.8,default,0,
llama3,70B,4,17,30,40,nutrition,neutral,98,0,81,179,54.75,default,0,
llama3,70B,4,17,30,40,philosophy,neutral,73,0,57,130,56.15,default,0,
llama3,70B,4,17,30,40,prehistory,neutral,89,0,56,145,61.38,default,0,
llama3,70B,4,17,30,40,professional accounting,neutral,67,0,128,195,34.36,default,0,
llama3,70B,4,17,30,40,professional law,neutral,405,0,598,1003,40.38,default,0,
llama3,70B,4,17,30,40,professional medicine,neutral,163,0,91,254,64.17,default,0,
llama3,70B,4,17,30,40,professional psychology,neutral,181,0,143,324,55.86,default,0,
llama3,70B,4,17,30,40,public relations,neutral,26,0,26,52,50.0,default,0,
llama3,70B,4,17,30,40,quan,neutral,5,0,27,32,15.62,default,0,
llama3,70B,4,17,30,40,security studies,neutral,47,0,40,87,54.02,default,0,
llama3,70B,4,17,30,40,sociology,neutral,28,0,24,52,53.85,default,0,
llama3,70B,4,17,30,40,stat,neutral,22,0,49,71,30.99,default,0,
llama3,70B,4,17,30,40,thermo,neutral,10,0,45,55,18.18,default,0,
llama3,70B,4,17,30,40,us foreign policy,neutral,14,0,6,20,70.0,default,0,
llama3,70B,4,17,30,40,virology,neutral,28,0,18,46,60.87,default,0,
llama3,70B,4,17,30,40,world religions,neutral,35,0,24,59,59.32,default,0,
