model,size,alpha,start,end,TOP,task,role,correct,E_count,invalid,total,accuracy_percentage,suite,refusal_enabled,refusal_label
qwen3,14B,4,22,37,25,atkins,neutral,25,0,76,101,24.75,default,0,
qwen3,14B,4,22,37,25,business ethics,neutral,21,0,22,43,48.84,default,0,
qwen3,14B,4,22,37,25,calculus,neutral,10,0,30,40,25.0,default,0,
qwen3,14B,4,22,37,25,chemmc,neutral,8,0,25,33,24.24,default,0,
qwen3,14B,4,22,37,25,class,neutral,9,0,36,45,20.0,default,0,
qwen3,14B,4,22,37,25,clinical knowledge,neutral,47,0,25,72,65.28,default,0,
qwen3,14B,4,22,37,25,college biology,neutral,56,0,23,79,70.89,default,0,
qwen3,14B,4,22,37,25,college chemistry,neutral,22,0,41,63,34.92,default,0,
qwen3,14B,4,22,37,25,college computer science,neutral,37,0,39,76,48.68,default,0,
qwen3,14B,4,22,37,25,college mathematics,neutral,25,0,49,74,33.78,default,0,
qwen3,14B,4,22,37,25,college medicine,neutral,33,0,15,48,68.75,default,0,
qwen3,14B,4,22,37,25,college physics,neutral,19,0,49,68,27.94,default,0,
qwen3,14B,4,22,37,25,computer security,neutral,24,0,22,46,52.17,default,0,
qwen3,14B,4,22,37,25,conceptual physics,neutral,93,0,43,136,68.38,default,0,
qwen3,14B,4,22,37,25,diff,neutral,18,0,32,50,36.0,default,0,
qwen3,14B,4,22,37,25,econometrics,neutral,38,0,47,85,44.71,default,0,
qwen3,14B,4,22,37,25,electrical engineering,neutral,32,0,35,67,47.76,default,0,
qwen3,14B,4,22,37,25,elementary mathematics,neutral,157,0,147,304,51.64,default,0,
qwen3,14B,4,22,37,25,formal logic,neutral,50,0,48,98,51.02,default,0,
qwen3,14B,4,22,37,25,fund,neutral,15,0,52,67,22.39,default,0,
qwen3,14B,4,22,37,25,global facts,neutral,18,0,66,84,21.43,default,0,
qwen3,14B,4,22,37,25,high school biology,neutral,107,0,33,140,76.43,default,0,
qwen3,14B,4,22,37,25,high school chemistry,neutral,66,0,49,115,57.39,default,0,
qwen3,14B,4,22,37,25,high school computer science,neutral,43,0,19,62,69.35,default,0,
qwen3,14B,4,22,37,25,high school european history,neutral,27,0,42,69,39.13,default,0,
qwen3,14B,4,22,37,25,high school geography,neutral,47,0,18,65,72.31,default,0,
qwen3,14B,4,22,37,25,high school government and politics,neutral,38,0,13,51,74.51,default,0,
qwen3,14B,4,22,37,25,high school macroeconomics,neutral,131,0,85,216,60.65,default,0,
qwen3,14B,4,22,37,25,high school mathematics,neutral,73,0,169,242,30.17,default,0,
qwen3,14B,4,22,37,25,high school microeconomics,neutral,101,0,42,143,70.63,default,0,
qwen3,14B,4,22,37,25,high school physics,neutral,63,0,64,127,49.61,default,0,
qwen3,14B,4,22,37,25,high school psychology,neutral,116,0,53,169,68.64,default,0,
qwen3,14B,4,22,37,25,high school statistics,neutral,81,0,62,143,56.64,default,0,
qwen3,14B,4,22,37,25,high school us history,neutral,37,0,46,83,44.58,default,0,
qwen3,14B,4,22,37,25,high school world history,neutral,51,0,33,84,60.71,default,0,
qwen3,14B,4,22,37,25,human aging,neutral,36,0,50,86,41.86,default,0,
qwen3,14B,4,22,37,25,human sexuality,neutral,24,0,29,53,45.28,default,0,
qwen3,14B,4,22,37,25,international law,neutral,30,0,25,55,54.55,default,0,
qwen3,14B,4,22,37,25,jurisprudence,neutral,18,0,25,43,41.86,default,0,
qwen3,14B,4,22,37,25,logical fallacies,neutral,45,0,28,73,61.64,default,0,
qwen3,14B,4,22,37,25,machine learning,neutral,47,0,43,90,52.22,default,0,
qwen3,14B,4,22,37,25,management,neutral,25,0,12,37,67.57,default,0,
qwen3,14B,4,22,37,25,marketing,neutral,51,0,24,75,68.0,default,0,
qwen3,14B,4,22,37,25,matter,neutral,9,0,38,47,19.15,default,0,
qwen3,14B,4,22,37,25,medical genetics,neutral,34,0,20,54,62.96,default,0,
qwen3,14B,4,22,37,25,miscellaneous,neutral,152,0,113,265,57.36,default,0,
qwen3,14B,4,22,37,25,moral disputes,neutral,56,0,83,139,40.29,default,0,
qwen3,14B,4,22,37,25,nutrition,neutral,117,0,62,179,65.36,default,0,
qwen3,14B,4,22,37,25,philosophy,neutral,61,0,69,130,46.92,default,0,
qwen3,14B,4,22,37,25,prehistory,neutral,79,0,66,145,54.48,default,0,
qwen3,14B,4,22,37,25,professional accounting,neutral,77,0,118,195,39.49,default,0,
qwen3,14B,4,22,37,25,professional law,neutral,338,0,665,1003,33.7,default,0,
qwen3,14B,4,22,37,25,professional medicine,neutral,169,0,85,254,66.54,default,0,
qwen3,14B,4,22,37,25,professional psychology,neutral,181,0,143,324,55.86,default,0,
qwen3,14B,4,22,37,25,public relations,neutral,27,0,25,52,51.92,default,0,
qwen3,14B,4,22,37,25,quan,neutral,5,0,27,32,15.62,default,0,
qwen3,14B,4,22,37,25,security studies,neutral,52,0,35,87,59.77,default,0,
qwen3,14B,4,22,37,25,sociology,neutral,24,0,28,52,46.15,default,0,
qwen3,14B,4,22,37,25,stat,neutral,19,0,52,71,26.76,default,0,
qwen3,14B,4,22,37,25,thermo,neutral,11,0,44,55,20.0,default,0,
qwen3,14B,4,22,37,25,us foreign policy,neutral,10,0,10,20,50.0,default,0,
qwen3,14B,4,22,37,25,virology,neutral,30,0,16,46,65.22,default,0,
qwen3,14B,4,22,37,25,world religions,neutral,32,0,27,59,54.24,default,0,
