model,size,alpha,start,end,TOP,task,role,correct,E_count,invalid,total,accuracy_percentage,suite,refusal_enabled,refusal_label
llama3,8B,-4,11,20,20,chemmc,neutral,8,0,25,33,24.24,default,0,
llama3,8B,-4,11,20,20,class,neutral,7,0,38,45,15.56,default,0,
llama3,8B,-4,11,20,20,clinical knowledge,neutral,36,0,36,72,50.0,default,0,
llama3,8B,-4,11,20,20,college biology,neutral,40,0,39,79,50.63,default,0,
llama3,8B,-4,11,20,20,college chemistry,neutral,21,0,42,63,33.33,default,0,
llama3,8B,-4,11,20,20,college computer science,neutral,27,0,49,76,35.53,default,0,
llama3,8B,-4,11,20,20,college mathematics,neutral,13,0,61,74,17.57,default,0,
llama3,8B,-4,11,20,20,college medicine,neutral,25,0,23,48,52.08,default,0,
llama3,8B,-4,11,20,20,college physics,neutral,15,0,53,68,22.06,default,0,
llama3,8B,-4,11,20,20,computer security,neutral,20,0,26,46,43.48,default,0,
llama3,8B,-4,11,20,20,conceptual physics,neutral,56,0,80,136,41.18,default,0,
llama3,8B,-4,11,20,20,diff,neutral,12,0,38,50,24.0,default,0,
llama3,8B,-4,11,20,20,econometrics,neutral,28,0,57,85,32.94,default,0,
llama3,8B,-4,11,20,20,electrical engineering,neutral,21,0,46,67,31.34,default,0,
llama3,8B,-4,11,20,20,elementary mathematics,neutral,76,0,228,304,25.0,default,0,
llama3,8B,-4,11,20,20,formal logic,neutral,27,0,71,98,27.55,default,0,
llama3,8B,-4,11,20,20,fund,neutral,8,0,59,67,11.94,default,0,
llama3,8B,-4,11,20,20,global facts,neutral,15,0,69,84,17.86,default,0,
llama3,8B,-4,11,20,20,high school biology,neutral,82,0,58,140,58.57,default,0,
llama3,8B,-4,11,20,20,high school chemistry,neutral,42,0,73,115,36.52,default,0,
llama3,8B,-4,11,20,20,high school computer science,neutral,25,0,37,62,40.32,default,0,
llama3,8B,-4,11,20,20,high school european history,neutral,19,0,50,69,27.54,default,0,
llama3,8B,-4,11,20,20,high school geography,neutral,29,0,36,65,44.62,default,0,
llama3,8B,-4,11,20,20,high school government and politics,neutral,22,0,29,51,43.14,default,0,
llama3,8B,-4,11,20,20,high school macroeconomics,neutral,82,0,134,216,37.96,default,0,
llama3,8B,-4,11,20,20,high school mathematics,neutral,31,0,211,242,12.81,default,0,
llama3,8B,-4,11,20,20,high school microeconomics,neutral,54,0,89,143,37.76,default,0,
llama3,8B,-4,11,20,20,high school physics,neutral,26,0,101,127,20.47,default,0,
llama3,8B,-4,11,20,20,high school psychology,neutral,91,0,78,169,53.85,default,0,
llama3,8B,-4,11,20,20,high school statistics,neutral,44,0,99,143,30.77,default,0,
llama3,8B,-4,11,20,20,high school us history,neutral,31,0,52,83,37.35,default,0,
llama3,8B,-4,11,20,20,high school world history,neutral,48,0,36,84,57.14,default,0,
llama3,8B,-4,11,20,20,human aging,neutral,35,0,51,86,40.7,default,0,
llama3,8B,-4,11,20,20,human sexuality,neutral,20,0,33,53,37.74,default,0,
llama3,8B,-4,11,20,20,international law,neutral,24,0,31,55,43.64,default,0,
llama3,8B,-4,11,20,20,jurisprudence,neutral,16,0,27,43,37.21,default,0,
llama3,8B,-4,11,20,20,logical fallacies,neutral,40,0,33,73,54.79,default,0,
llama3,8B,-4,11,20,20,machine learning,neutral,26,0,64,90,28.89,default,0,
llama3,8B,-4,11,20,20,management,neutral,16,0,21,37,43.24,default,0,
llama3,8B,-4,11,20,20,marketing,neutral,34,0,41,75,45.33,default,0,
llama3,8B,-4,11,20,20,matter,neutral,3,0,44,47,6.38,default,0,
llama3,8B,-4,11,20,20,medical genetics,neutral,29,0,25,54,53.7,default,0,
llama3,8B,-4,11,20,20,miscellaneous,neutral,114,0,151,265,43.02,default,0,
llama3,8B,-4,11,20,20,moral disputes,neutral,54,0,85,139,38.85,default,0,
llama3,8B,-4,11,20,20,nutrition,neutral,101,0,78,179,56.42,default,0,
llama3,8B,-4,11,20,20,philosophy,neutral,46,0,84,130,35.38,default,0,
llama3,8B,-4,11,20,20,prehistory,neutral,70,0,75,145,48.28,default,0,
llama3,8B,-4,11,20,20,professional accounting,neutral,54,0,141,195,27.69,default,0,
llama3,8B,-4,11,20,20,professional law,neutral,282,0,721,1003,28.12,default,0,
llama3,8B,-4,11,20,20,professional medicine,neutral,143,0,111,254,56.3,default,0,
llama3,8B,-4,11,20,20,professional psychology,neutral,127,0,197,324,39.2,default,0,
llama3,8B,-4,11,20,20,public relations,neutral,21,0,31,52,40.38,default,0,
llama3,8B,-4,11,20,20,quan,neutral,7,0,25,32,21.88,default,0,
llama3,8B,-4,11,20,20,security studies,neutral,38,0,49,87,43.68,default,0,
llama3,8B,-4,11,20,20,sociology,neutral,24,0,28,52,46.15,default,0,
llama3,8B,-4,11,20,20,stat,neutral,19,0,52,71,26.76,default,0,
llama3,8B,-4,11,20,20,thermo,neutral,7,0,48,55,12.73,default,0,
llama3,8B,-4,11,20,20,us foreign policy,neutral,8,0,12,20,40.0,default,0,
llama3,8B,-4,11,20,20,virology,neutral,27,0,19,46,58.7,default,0,
llama3,8B,-4,11,20,20,world religions,neutral,27,0,32,59,45.76,default,0,
