model,size,alpha,start,end,TOP,task,role,correct,E_count,invalid,total,accuracy_percentage,suite,refusal_enabled,refusal_label
qwen3,14B,4,20,31,25,medical genetics,neutral,34,0,20,54,62.96,default,0,
qwen3,14B,4,20,31,25,miscellaneous,neutral,142,0,123,265,53.58,default,0,
qwen3,14B,4,20,31,25,moral disputes,neutral,57,0,82,139,41.01,default,0,
qwen3,14B,4,20,31,25,nutrition,neutral,117,0,62,179,65.36,default,0,
qwen3,14B,4,20,31,25,philosophy,neutral,61,0,69,130,46.92,default,0,
qwen3,14B,4,20,31,25,prehistory,neutral,73,0,72,145,50.34,default,0,
qwen3,14B,4,20,31,25,professional accounting,neutral,81,0,114,195,41.54,default,0,
qwen3,14B,4,20,31,25,professional law,neutral,314,0,689,1003,31.31,default,0,
qwen3,14B,4,20,31,25,professional medicine,neutral,171,0,83,254,67.32,default,0,
qwen3,14B,4,20,31,25,professional psychology,neutral,177,0,147,324,54.63,default,0,
qwen3,14B,4,20,31,25,public relations,neutral,23,0,29,52,44.23,default,0,
qwen3,14B,4,20,31,25,quan,neutral,3,0,29,32,9.38,default,0,
qwen3,14B,4,20,31,25,security studies,neutral,47,0,40,87,54.02,default,0,
qwen3,14B,4,20,31,25,sociology,neutral,22,0,30,52,42.31,default,0,
qwen3,14B,4,20,31,25,stat,neutral,19,0,52,71,26.76,default,0,
qwen3,14B,4,20,31,25,thermo,neutral,11,0,44,55,20.0,default,0,
qwen3,14B,4,20,31,25,us foreign policy,neutral,9,0,11,20,45.0,default,0,
qwen3,14B,4,20,31,25,virology,neutral,30,0,16,46,65.22,default,0,
qwen3,14B,4,20,31,25,world religions,neutral,30,0,29,59,50.85,default,0,
