model,size,alpha,start,end,TOP,task,role,correct,E_count,invalid,total,accuracy_percentage,suite,refusal_enabled,refusal_label
qwen3,8B,-4,17,26,20,Finance,neutral,17,0,57,74,22.97,default,0,
qwen3,8B,-4,17,26,20,FluidMechanics,non fluidmechanics expert,11,0,54,65,16.92,default,0,
qwen3,8B,-4,17,26,20,FluidMechanics,fluidmechanics expert,16,0,49,65,24.62,default,0,
qwen3,8B,-4,17,26,20,FluidMechanics,neutral,13,0,52,65,20.0,default,0,
qwen3,8B,-4,17,26,20,Genetics,non genetics expert,60,0,87,147,40.82,default,0,
qwen3,8B,-4,17,26,20,Genetics,genetics expert,66,0,81,147,44.9,default,0,
qwen3,8B,-4,17,26,20,Genetics,neutral,61,0,86,147,41.5,default,0,
qwen3,8B,-4,17,26,20,HeatTransfer,non heattransfer expert,15,0,51,66,22.73,default,0,
qwen3,8B,-4,17,26,20,HeatTransfer,heattransfer expert,21,0,45,66,31.82,default,0,
qwen3,8B,-4,17,26,20,HeatTransfer,neutral,19,0,47,66,28.79,default,0,
qwen3,8B,-4,17,26,20,MachineDesign,non machinedesign expert,16,0,54,70,22.86,default,0,
qwen3,8B,-4,17,26,20,MachineDesign,machinedesign expert,16,0,54,70,22.86,default,0,
qwen3,8B,-4,17,26,20,MachineDesign,neutral,16,0,54,70,22.86,default,0,
qwen3,8B,-4,17,26,20,Math,non math expert,79,0,265,344,22.97,default,0,
qwen3,8B,-4,17,26,20,Math,math expert,91,0,253,344,26.45,default,0,
qwen3,8B,-4,17,26,20,Math,neutral,79,0,265,344,22.97,default,0,
qwen3,8B,-4,17,26,20,Mechanics,non mechanics expert,5,0,28,33,15.15,default,0,
qwen3,8B,-4,17,26,20,Mechanics,mechanics expert,7,0,26,33,21.21,default,0,
qwen3,8B,-4,17,26,20,Mechanics,neutral,5,0,28,33,15.15,default,0,
qwen3,8B,-4,17,26,20,Optics,non optics expert,37,0,156,193,19.17,default,0,
qwen3,8B,-4,17,26,20,Optics,optics expert,43,0,150,193,22.28,default,0,
qwen3,8B,-4,17,26,20,Optics,neutral,34,0,159,193,17.62,default,0,
qwen3,8B,-4,17,26,20,OrganicChemistry,non organicchemistry expert,3,0,14,17,17.65,default,0,
qwen3,8B,-4,17,26,20,OrganicChemistry,organicchemistry expert,3,0,14,17,17.65,default,0,
qwen3,8B,-4,17,26,20,OrganicChemistry,neutral,2,0,15,17,11.76,default,0,
qwen3,8B,-4,17,26,20,PhysicalChemistry,non physicalchemistry expert,47,0,169,216,21.76,default,0,
qwen3,8B,-4,17,26,20,PhysicalChemistry,physicalchemistry expert,55,0,161,216,25.46,default,0,
qwen3,8B,-4,17,26,20,PhysicalChemistry,neutral,48,0,168,216,22.22,default,0,
qwen3,8B,-4,17,26,20,Physics,non physics expert,111,0,384,495,22.42,default,0,
qwen3,8B,-4,17,26,20,Physics,physics expert,123,0,372,495,24.85,default,0,
qwen3,8B,-4,17,26,20,Physics,neutral,119,0,376,495,24.04,default,0,
qwen3,8B,-4,17,26,20,Psychology,non psychology expert,199,0,106,305,65.25,default,0,
qwen3,8B,-4,17,26,20,Psychology,psychology expert,226,0,79,305,74.1,default,0,
qwen3,8B,-4,17,26,20,Psychology,neutral,221,0,84,305,72.46,default,0,
qwen3,8B,-4,17,26,20,Thermodynamics,non thermodynamics expert,40,0,129,169,23.67,default,0,
qwen3,8B,-4,17,26,20,Thermodynamics,thermodynamics expert,50,0,119,169,29.59,default,0,
qwen3,8B,-4,17,26,20,Thermodynamics,neutral,40,0,129,169,23.67,default,0,
qwen3,8B,-4,17,26,20,TransportPhenomena,non transportphenomena expert,34,0,114,148,22.97,default,0,
qwen3,8B,-4,17,26,20,TransportPhenomena,transportphenomena expert,40,0,108,148,27.03,default,0,
qwen3,8B,-4,17,26,20,TransportPhenomena,neutral,38,0,110,148,25.68,default,0,
qwen3,8B,-4,17,26,20,abstract algebra,non abstract algebra expert,21,0,62,83,25.3,default,0,
qwen3,8B,-4,17,26,20,abstract algebra,abstract algebra expert,27,0,56,83,32.53,default,0,
qwen3,8B,-4,17,26,20,abstract algebra,neutral,22,0,61,83,26.51,default,0,
qwen3,8B,-4,17,26,20,anatomy,non anatomy expert,31,0,48,79,39.24,default,0,
qwen3,8B,-4,17,26,20,anatomy,anatomy expert,31,0,48,79,39.24,default,0,
qwen3,8B,-4,17,26,20,anatomy,neutral,32,0,47,79,40.51,default,0,
qwen3,8B,-4,17,26,20,astronomy,non astronomy expert,49,0,31,80,61.25,default,0,
qwen3,8B,-4,17,26,20,astronomy,astronomy expert,48,0,32,80,60.0,default,0,
qwen3,8B,-4,17,26,20,astronomy,neutral,47,0,33,80,58.75,default,0,
qwen3,8B,-4,17,26,20,atkins,non atkins expert,17,0,84,101,16.83,default,0,
qwen3,8B,-4,17,26,20,atkins,atkins expert,24,0,77,101,23.76,default,0,
qwen3,8B,-4,17,26,20,atkins,neutral,16,0,85,101,15.84,default,0,
qwen3,8B,-4,17,26,20,business ethics,non business ethics expert,16,0,27,43,37.21,default,0,
qwen3,8B,-4,17,26,20,business ethics,business ethics expert,17,0,26,43,39.53,default,0,
qwen3,8B,-4,17,26,20,business ethics,neutral,17,0,26,43,39.53,default,0,
qwen3,8B,-4,17,26,20,calculus,non calculus expert,13,0,27,40,32.5,default,0,
qwen3,8B,-4,17,26,20,calculus,calculus expert,13,0,27,40,32.5,default,0,
qwen3,8B,-4,17,26,20,calculus,neutral,14,0,26,40,35.0,default,0,
qwen3,8B,-4,17,26,20,chemmc,non chemmc expert,10,0,23,33,30.3,default,0,
qwen3,8B,-4,17,26,20,chemmc,chemmc expert,12,0,21,33,36.36,default,0,
qwen3,8B,-4,17,26,20,chemmc,neutral,9,0,24,33,27.27,default,0,
qwen3,8B,-4,17,26,20,class,non class expert,7,0,38,45,15.56,default,0,
qwen3,8B,-4,17,26,20,class,class expert,7,0,38,45,15.56,default,0,
qwen3,8B,-4,17,26,20,class,neutral,6,0,39,45,13.33,default,0,
qwen3,8B,-4,17,26,20,clinical knowledge,non clinical knowledge expert,37,0,35,72,51.39,default,0,
qwen3,8B,-4,17,26,20,clinical knowledge,clinical knowledge expert,38,0,34,72,52.78,default,0,
qwen3,8B,-4,17,26,20,clinical knowledge,neutral,35,0,37,72,48.61,default,0,
qwen3,8B,-4,17,26,20,college biology,non college biology expert,35,0,44,79,44.3,default,0,
qwen3,8B,-4,17,26,20,college biology,college biology expert,41,0,38,79,51.9,default,0,
qwen3,8B,-4,17,26,20,college biology,neutral,35,0,44,79,44.3,default,0,
qwen3,8B,-4,17,26,20,college chemistry,non college chemistry expert,20,0,43,63,31.75,default,0,
qwen3,8B,-4,17,26,20,college chemistry,college chemistry expert,20,0,43,63,31.75,default,0,
qwen3,8B,-4,17,26,20,college chemistry,neutral,21,0,42,63,33.33,default,0,
qwen3,8B,-4,17,26,20,college computer science,non college computer science expert,33,0,43,76,43.42,default,0,
qwen3,8B,-4,17,26,20,college computer science,college computer science expert,36,0,40,76,47.37,default,0,
qwen3,8B,-4,17,26,20,college computer science,neutral,33,0,43,76,43.42,default,0,
qwen3,8B,-4,17,26,20,college mathematics,non college mathematics expert,19,0,55,74,25.68,default,0,
qwen3,8B,-4,17,26,20,college mathematics,college mathematics expert,21,0,53,74,28.38,default,0,
qwen3,8B,-4,17,26,20,college mathematics,neutral,22,0,52,74,29.73,default,0,
qwen3,8B,-4,17,26,20,college medicine,non college medicine expert,27,0,21,48,56.25,default,0,
qwen3,8B,-4,17,26,20,college medicine,college medicine expert,28,0,20,48,58.33,default,0,
qwen3,8B,-4,17,26,20,college medicine,neutral,26,0,22,48,54.17,default,0,
qwen3,8B,-4,17,26,20,college physics,non college physics expert,18,0,50,68,26.47,default,0,
qwen3,8B,-4,17,26,20,college physics,college physics expert,22,0,46,68,32.35,default,0,
qwen3,8B,-4,17,26,20,college physics,neutral,18,0,50,68,26.47,default,0,
qwen3,8B,-4,17,26,20,computer security,non computer security expert,20,0,26,46,43.48,default,0,
qwen3,8B,-4,17,26,20,computer security,computer security expert,20,0,26,46,43.48,default,0,
qwen3,8B,-4,17,26,20,computer security,neutral,19,0,27,46,41.3,default,0,
qwen3,8B,-4,17,26,20,conceptual physics,non conceptual physics expert,74,0,62,136,54.41,default,0,
qwen3,8B,-4,17,26,20,conceptual physics,conceptual physics expert,82,0,54,136,60.29,default,0,
qwen3,8B,-4,17,26,20,conceptual physics,neutral,73,0,63,136,53.68,default,0,
qwen3,8B,-4,17,26,20,diff,non diff expert,12,0,38,50,24.0,default,0,
qwen3,8B,-4,17,26,20,diff,diff expert,14,0,36,50,28.0,default,0,
qwen3,8B,-4,17,26,20,diff,neutral,12,0,38,50,24.0,default,0,
qwen3,8B,-4,17,26,20,econometrics,non econometrics expert,37,0,48,85,43.53,default,0,
qwen3,8B,-4,17,26,20,econometrics,econometrics expert,37,0,48,85,43.53,default,0,
qwen3,8B,-4,17,26,20,econometrics,neutral,40,0,45,85,47.06,default,0,
qwen3,8B,-4,17,26,20,electrical engineering,non electrical engineering expert,28,0,39,67,41.79,default,0,
qwen3,8B,-4,17,26,20,electrical engineering,electrical engineering expert,27,0,40,67,40.3,default,0,
qwen3,8B,-4,17,26,20,electrical engineering,neutral,26,0,41,67,38.81,default,0,
qwen3,8B,-4,17,26,20,elementary mathematics,non elementary mathematics expert,142,0,162,304,46.71,default,0,
qwen3,8B,-4,17,26,20,elementary mathematics,elementary mathematics expert,148,0,156,304,48.68,default,0,
qwen3,8B,-4,17,26,20,elementary mathematics,neutral,142,0,162,304,46.71,default,0,
qwen3,8B,-4,17,26,20,formal logic,non formal logic expert,31,0,67,98,31.63,default,0,
qwen3,8B,-4,17,26,20,formal logic,formal logic expert,32,0,66,98,32.65,default,0,
qwen3,8B,-4,17,26,20,formal logic,neutral,36,0,62,98,36.73,default,0,
qwen3,8B,-4,17,26,20,fund,non fund expert,11,0,56,67,16.42,default,0,
qwen3,8B,-4,17,26,20,fund,fund expert,11,0,56,67,16.42,default,0,
qwen3,8B,-4,17,26,20,fund,neutral,8,0,59,67,11.94,default,0,
qwen3,8B,-4,17,26,20,global facts,non global facts expert,14,0,70,84,16.67,default,0,
qwen3,8B,-4,17,26,20,global facts,global facts expert,15,0,69,84,17.86,default,0,
qwen3,8B,-4,17,26,20,global facts,neutral,11,0,73,84,13.1,default,0,
qwen3,8B,-4,17,26,20,high school biology,non high school biology expert,82,0,58,140,58.57,default,0,
qwen3,8B,-4,17,26,20,high school biology,high school biology expert,90,0,50,140,64.29,default,0,
qwen3,8B,-4,17,26,20,high school biology,neutral,87,0,53,140,62.14,default,0,
qwen3,8B,-4,17,26,20,high school chemistry,non high school chemistry expert,52,0,63,115,45.22,default,0,
qwen3,8B,-4,17,26,20,high school chemistry,high school chemistry expert,53,0,62,115,46.09,default,0,
qwen3,8B,-4,17,26,20,high school chemistry,neutral,54,0,61,115,46.96,default,0,
qwen3,8B,-4,17,26,20,high school computer science,non high school computer science expert,33,0,29,62,53.23,default,0,
qwen3,8B,-4,17,26,20,high school computer science,high school computer science expert,33,0,29,62,53.23,default,0,
qwen3,8B,-4,17,26,20,high school computer science,neutral,34,0,28,62,54.84,default,0,
qwen3,8B,-4,17,26,20,high school european history,non high school european history expert,17,0,52,69,24.64,default,0,
qwen3,8B,-4,17,26,20,high school european history,high school european history expert,17,0,52,69,24.64,default,0,
qwen3,8B,-4,17,26,20,high school european history,neutral,15,0,54,69,21.74,default,0,
qwen3,8B,-4,17,26,20,high school geography,non high school geography expert,30,0,35,65,46.15,default,0,
qwen3,8B,-4,17,26,20,high school geography,high school geography expert,32,0,33,65,49.23,default,0,
qwen3,8B,-4,17,26,20,high school geography,neutral,31,0,34,65,47.69,default,0,
qwen3,8B,-4,17,26,20,high school government and politics,non high school government and politics expert,36,0,15,51,70.59,default,0,
qwen3,8B,-4,17,26,20,high school government and politics,high school government and politics expert,35,0,16,51,68.63,default,0,
qwen3,8B,-4,17,26,20,high school government and politics,neutral,31,0,20,51,60.78,default,0,
qwen3,8B,-4,17,26,20,high school macroeconomics,non high school macroeconomics expert,96,0,120,216,44.44,default,0,
qwen3,8B,-4,17,26,20,high school macroeconomics,high school macroeconomics expert,98,0,118,216,45.37,default,0,
qwen3,8B,-4,17,26,20,high school macroeconomics,neutral,98,0,118,216,45.37,default,0,
qwen3,8B,-4,17,26,20,high school mathematics,non high school mathematics expert,49,0,193,242,20.25,default,0,
qwen3,8B,-4,17,26,20,high school mathematics,high school mathematics expert,54,0,188,242,22.31,default,0,
qwen3,8B,-4,17,26,20,high school mathematics,neutral,48,0,194,242,19.83,default,0,
qwen3,8B,-4,17,26,20,high school microeconomics,non high school microeconomics expert,82,0,61,143,57.34,default,0,
qwen3,8B,-4,17,26,20,high school microeconomics,high school microeconomics expert,82,0,61,143,57.34,default,0,
qwen3,8B,-4,17,26,20,high school microeconomics,neutral,82,0,61,143,57.34,default,0,
qwen3,8B,-4,17,26,20,high school physics,non high school physics expert,41,0,86,127,32.28,default,0,
qwen3,8B,-4,17,26,20,high school physics,high school physics expert,43,0,84,127,33.86,default,0,
qwen3,8B,-4,17,26,20,high school physics,neutral,41,0,86,127,32.28,default,0,
qwen3,8B,-4,17,26,20,high school psychology,non high school psychology expert,77,0,92,169,45.56,default,0,
qwen3,8B,-4,17,26,20,high school psychology,high school psychology expert,82,0,87,169,48.52,default,0,
qwen3,8B,-4,17,26,20,high school psychology,neutral,81,0,88,169,47.93,default,0,
qwen3,8B,-4,17,26,20,high school statistics,non high school statistics expert,58,0,85,143,40.56,default,0,
qwen3,8B,-4,17,26,20,high school statistics,high school statistics expert,62,0,81,143,43.36,default,0,
qwen3,8B,-4,17,26,20,high school statistics,neutral,58,0,85,143,40.56,default,0,
qwen3,8B,-4,17,26,20,high school us history,non high school us history expert,21,0,62,83,25.3,default,0,
qwen3,8B,-4,17,26,20,high school us history,high school us history expert,21,0,62,83,25.3,default,0,
qwen3,8B,-4,17,26,20,high school us history,neutral,17,0,66,83,20.48,default,0,
qwen3,8B,-4,17,26,20,high school world history,non high school world history expert,35,0,49,84,41.67,default,0,
qwen3,8B,-4,17,26,20,high school world history,high school world history expert,35,0,49,84,41.67,default,0,
qwen3,8B,-4,17,26,20,high school world history,neutral,36,0,48,84,42.86,default,0,
qwen3,8B,-4,17,26,20,human aging,non human aging expert,26,0,60,86,30.23,default,0,
qwen3,8B,-4,17,26,20,human aging,human aging expert,27,0,59,86,31.4,default,0,
qwen3,8B,-4,17,26,20,human aging,neutral,28,0,58,86,32.56,default,0,
qwen3,8B,-4,17,26,20,human sexuality,non human sexuality expert,15,0,38,53,28.3,default,0,
qwen3,8B,-4,17,26,20,human sexuality,human sexuality expert,19,0,34,53,35.85,default,0,
qwen3,8B,-4,17,26,20,human sexuality,neutral,20,0,33,53,37.74,default,0,
qwen3,8B,-4,17,26,20,international law,non international law expert,14,0,41,55,25.45,default,0,
qwen3,8B,-4,17,26,20,international law,international law expert,13,0,42,55,23.64,default,0,
qwen3,8B,-4,17,26,20,international law,neutral,13,0,42,55,23.64,default,0,
qwen3,8B,-4,17,26,20,jurisprudence,non jurisprudence expert,12,0,31,43,27.91,default,0,
qwen3,8B,-4,17,26,20,jurisprudence,jurisprudence expert,15,0,28,43,34.88,default,0,
qwen3,8B,-4,17,26,20,jurisprudence,neutral,18,0,25,43,41.86,default,0,
qwen3,8B,-4,17,26,20,logical fallacies,non logical fallacies expert,25,0,48,73,34.25,default,0,
qwen3,8B,-4,17,26,20,logical fallacies,logical fallacies expert,32,0,41,73,43.84,default,0,
qwen3,8B,-4,17,26,20,logical fallacies,neutral,39,0,34,73,53.42,default,0,
qwen3,8B,-4,17,26,20,machine learning,non machine learning expert,29,0,61,90,32.22,default,0,
qwen3,8B,-4,17,26,20,machine learning,machine learning expert,27,0,63,90,30.0,default,0,
qwen3,8B,-4,17,26,20,machine learning,neutral,25,0,65,90,27.78,default,0,
qwen3,8B,-4,17,26,20,management,non management expert,19,0,18,37,51.35,default,0,
qwen3,8B,-4,17,26,20,management,management expert,20,0,17,37,54.05,default,0,
qwen3,8B,-4,17,26,20,management,neutral,20,0,17,37,54.05,default,0,
qwen3,8B,-4,17,26,20,marketing,non marketing expert,35,0,40,75,46.67,default,0,
qwen3,8B,-4,17,26,20,marketing,marketing expert,40,0,35,75,53.33,default,0,
qwen3,8B,-4,17,26,20,marketing,neutral,39,0,36,75,52.0,default,0,
qwen3,8B,-4,17,26,20,matter,non matter expert,7,0,40,47,14.89,default,0,
qwen3,8B,-4,17,26,20,matter,matter expert,8,0,39,47,17.02,default,0,
qwen3,8B,-4,17,26,20,matter,neutral,7,0,40,47,14.89,default,0,
qwen3,8B,-4,17,26,20,medical genetics,non medical genetics expert,27,0,27,54,50.0,default,0,
qwen3,8B,-4,17,26,20,medical genetics,medical genetics expert,35,0,19,54,64.81,default,0,
qwen3,8B,-4,17,26,20,medical genetics,neutral,33,0,21,54,61.11,default,0,
qwen3,8B,-4,17,26,20,miscellaneous,non miscellaneous expert,121,0,144,265,45.66,default,0,
qwen3,8B,-4,17,26,20,miscellaneous,miscellaneous expert,131,0,134,265,49.43,default,0,
qwen3,8B,-4,17,26,20,miscellaneous,neutral,120,0,145,265,45.28,default,0,
qwen3,8B,-4,17,26,20,moral disputes,non moral disputes expert,39,0,100,139,28.06,default,0,
qwen3,8B,-4,17,26,20,moral disputes,moral disputes expert,38,0,101,139,27.34,default,0,
qwen3,8B,-4,17,26,20,moral disputes,neutral,44,0,95,139,31.65,default,0,
qwen3,8B,-4,17,26,20,nutrition,non nutrition expert,86,0,93,179,48.04,default,0,
qwen3,8B,-4,17,26,20,nutrition,nutrition expert,93,0,86,179,51.96,default,0,
qwen3,8B,-4,17,26,20,nutrition,neutral,87,0,92,179,48.6,default,0,
qwen3,8B,-4,17,26,20,philosophy,non philosophy expert,36,0,94,130,27.69,default,0,
qwen3,8B,-4,17,26,20,philosophy,philosophy expert,39,0,91,130,30.0,default,0,
qwen3,8B,-4,17,26,20,philosophy,neutral,40,0,90,130,30.77,default,0,
qwen3,8B,-4,17,26,20,prehistory,non prehistory expert,64,0,81,145,44.14,default,0,
qwen3,8B,-4,17,26,20,prehistory,prehistory expert,67,0,78,145,46.21,default,0,
qwen3,8B,-4,17,26,20,prehistory,neutral,62,0,83,145,42.76,default,0,
qwen3,8B,-4,17,26,20,professional accounting,non professional accounting expert,54,0,141,195,27.69,default,0,
qwen3,8B,-4,17,26,20,professional accounting,professional accounting expert,53,0,142,195,27.18,default,0,
qwen3,8B,-4,17,26,20,professional accounting,neutral,50,0,145,195,25.64,default,0,
qwen3,8B,-4,17,26,20,professional law,non professional law expert,200,0,803,1003,19.94,default,0,
qwen3,8B,-4,17,26,20,professional law,professional law expert,199,0,804,1003,19.84,default,0,
qwen3,8B,-4,17,26,20,professional law,neutral,198,0,805,1003,19.74,default,0,
qwen3,8B,-4,17,26,20,professional medicine,non professional medicine expert,121,0,133,254,47.64,default,0,
qwen3,8B,-4,17,26,20,professional medicine,professional medicine expert,137,0,117,254,53.94,default,0,
qwen3,8B,-4,17,26,20,professional medicine,neutral,120,0,134,254,47.24,default,0,
qwen3,8B,-4,17,26,20,professional psychology,non professional psychology expert,125,0,199,324,38.58,default,0,
qwen3,8B,-4,17,26,20,professional psychology,professional psychology expert,132,0,192,324,40.74,default,0,
qwen3,8B,-4,17,26,20,professional psychology,neutral,119,0,205,324,36.73,default,0,
qwen3,8B,-4,17,26,20,public relations,non public relations expert,15,0,37,52,28.85,default,0,
qwen3,8B,-4,17,26,20,public relations,public relations expert,16,0,36,52,30.77,default,0,
qwen3,8B,-4,17,26,20,public relations,neutral,13,0,39,52,25.0,default,0,
qwen3,8B,-4,17,26,20,quan,non quan expert,7,0,25,32,21.88,default,0,
qwen3,8B,-4,17,26,20,quan,quan expert,7,0,25,32,21.88,default,0,
qwen3,8B,-4,17,26,20,quan,neutral,8,0,24,32,25.0,default,0,
qwen3,8B,-4,17,26,20,security studies,non security studies expert,24,0,63,87,27.59,default,0,
qwen3,8B,-4,17,26,20,security studies,security studies expert,32,0,55,87,36.78,default,0,
qwen3,8B,-4,17,26,20,security studies,neutral,36,0,51,87,41.38,default,0,
qwen3,8B,-4,17,26,20,sociology,non sociology expert,20,0,32,52,38.46,default,0,
qwen3,8B,-4,17,26,20,sociology,sociology expert,22,0,30,52,42.31,default,0,
qwen3,8B,-4,17,26,20,sociology,neutral,19,0,33,52,36.54,default,0,
qwen3,8B,-4,17,26,20,stat,non stat expert,15,0,56,71,21.13,default,0,
qwen3,8B,-4,17,26,20,stat,stat expert,19,0,52,71,26.76,default,0,
qwen3,8B,-4,17,26,20,stat,neutral,15,0,56,71,21.13,default,0,
qwen3,8B,-4,17,26,20,thermo,non thermo expert,9,0,46,55,16.36,default,0,
qwen3,8B,-4,17,26,20,thermo,thermo expert,9,0,46,55,16.36,default,0,
qwen3,8B,-4,17,26,20,thermo,neutral,7,0,48,55,12.73,default,0,
qwen3,8B,-4,17,26,20,us foreign policy,non us foreign policy expert,8,0,12,20,40.0,default,0,
qwen3,8B,-4,17,26,20,us foreign policy,us foreign policy expert,7,0,13,20,35.0,default,0,
qwen3,8B,-4,17,26,20,us foreign policy,neutral,7,0,13,20,35.0,default,0,
qwen3,8B,-4,17,26,20,virology,non virology expert,21,0,25,46,45.65,default,0,
qwen3,8B,-4,17,26,20,virology,virology expert,21,0,25,46,45.65,default,0,
qwen3,8B,-4,17,26,20,virology,neutral,23,0,23,46,50.0,default,0,
qwen3,8B,-4,17,26,20,world religions,non world religions expert,19,0,40,59,32.2,default,0,
qwen3,8B,-4,17,26,20,world religions,world religions expert,21,0,38,59,35.59,default,0,
qwen3,8B,-4,17,26,20,world religions,neutral,17,0,42,59,28.81,default,0,
qwen3,8B,-4,17,26,20,Biology,confident,265,0,86,351,75.5,default,0,
qwen3,8B,-4,17,26,20,Biology,unconfident,247,0,104,351,70.37,default,0,
qwen3,8B,-4,17,26,20,Biology,biology student,267,0,84,351,76.07,default,0,
qwen3,8B,-4,17,26,20,Biology,person,257,0,94,351,73.22,default,0,
qwen3,8B,-4,17,26,20,Business,confident,160,0,400,560,28.57,default,0,
qwen3,8B,-4,17,26,20,Business,unconfident,161,0,399,560,28.75,default,0,
qwen3,8B,-4,17,26,20,Business,business student,147,0,413,560,26.25,default,0,
qwen3,8B,-4,17,26,20,Business,person,151,0,409,560,26.96,default,0,
qwen3,8B,-4,17,26,20,Chemistry,confident,132,0,376,508,25.98,default,0,
qwen3,8B,-4,17,26,20,Chemistry,unconfident,118,0,390,508,23.23,default,0,
qwen3,8B,-4,17,26,20,Chemistry,chemistry student,132,0,376,508,25.98,default,0,
qwen3,8B,-4,17,26,20,Chemistry,person,118,0,390,508,23.23,default,0,
qwen3,8B,-4,17,26,20,ComputerScience,confident,39,0,21,60,65.0,default,0,
qwen3,8B,-4,17,26,20,ComputerScience,unconfident,38,0,22,60,63.33,default,0,
qwen3,8B,-4,17,26,20,ComputerScience,computerscience student,39,0,21,60,65.0,default,0,
qwen3,8B,-4,17,26,20,ComputerScience,person,38,0,22,60,63.33,default,0,
qwen3,8B,-4,17,26,20,EECS,confident,23,0,53,76,30.26,default,0,
qwen3,8B,-4,17,26,20,EECS,unconfident,21,0,55,76,27.63,default,0,
qwen3,8B,-4,17,26,20,EECS,eecs student,22,0,54,76,28.95,default,0,
qwen3,8B,-4,17,26,20,EECS,person,21,0,55,76,27.63,default,0,
qwen3,8B,-4,17,26,20,Economics,confident,231,0,169,400,57.75,default,0,
qwen3,8B,-4,17,26,20,Economics,unconfident,217,0,183,400,54.25,default,0,
qwen3,8B,-4,17,26,20,Economics,economics student,235,0,165,400,58.75,default,0,
qwen3,8B,-4,17,26,20,Economics,person,226,0,174,400,56.5,default,0,
qwen3,8B,-4,17,26,20,ElectricCircuits,confident,22,0,45,67,32.84,default,0,
qwen3,8B,-4,17,26,20,ElectricCircuits,unconfident,17,0,50,67,25.37,default,0,
qwen3,8B,-4,17,26,20,ElectricCircuits,electriccircuits student,17,0,50,67,25.37,default,0,
qwen3,8B,-4,17,26,20,ElectricCircuits,person,18,0,49,67,26.87,default,0,
qwen3,8B,-4,17,26,20,ElectricalMachines,confident,38,0,64,102,37.25,default,0,
qwen3,8B,-4,17,26,20,ElectricalMachines,unconfident,38,0,64,102,37.25,default,0,
qwen3,8B,-4,17,26,20,ElectricalMachines,electricalmachines student,38,0,64,102,37.25,default,0,
qwen3,8B,-4,17,26,20,ElectricalMachines,person,34,0,68,102,33.33,default,0,
qwen3,8B,-4,17,26,20,Electromagnetics,confident,28,0,72,100,28.0,default,0,
