model,size,alpha,start,end,TOP,task,role,correct,E_count,invalid,total,accuracy_percentage,suite,refusal_enabled,refusal_label
qwen3,14B,-4,20,31,25,anatomy,neutral,37,0,42,79,46.84,default,0,
qwen3,14B,-4,20,31,25,astronomy,neutral,44,0,36,80,55.0,default,0,
qwen3,14B,-4,20,31,25,atkins,neutral,22,0,79,101,21.78,default,0,
qwen3,14B,-4,20,31,25,business ethics,neutral,21,0,22,43,48.84,default,0,
qwen3,14B,-4,20,31,25,calculus,neutral,10,0,30,40,25.0,default,0,
qwen3,14B,-4,20,31,25,chemmc,neutral,15,0,18,33,45.45,default,0,
qwen3,14B,-4,20,31,25,class,neutral,8,0,37,45,17.78,default,0,
qwen3,14B,-4,20,31,25,clinical knowledge,neutral,32,0,40,72,44.44,default,0,
qwen3,14B,-4,20,31,25,college biology,neutral,43,0,36,79,54.43,default,0,
qwen3,14B,-4,20,31,25,college chemistry,neutral,17,0,46,63,26.98,default,0,
qwen3,14B,-4,20,31,25,college computer science,neutral,30,0,46,76,39.47,default,0,
qwen3,14B,-4,20,31,25,college mathematics,neutral,20,0,54,74,27.03,default,0,
qwen3,14B,-4,20,31,25,college medicine,neutral,26,0,22,48,54.17,default,0,
qwen3,14B,-4,20,31,25,college physics,neutral,12,0,56,68,17.65,default,0,
qwen3,14B,-4,20,31,25,computer security,neutral,19,0,27,46,41.3,default,0,
qwen3,14B,-4,20,31,25,conceptual physics,neutral,74,0,62,136,54.41,default,0,
qwen3,14B,-4,20,31,25,diff,neutral,10,0,40,50,20.0,default,0,
qwen3,14B,-4,20,31,25,econometrics,neutral,37,0,48,85,43.53,default,0,
qwen3,14B,-4,20,31,25,electrical engineering,neutral,31,0,36,67,46.27,default,0,
qwen3,14B,-4,20,31,25,elementary mathematics,neutral,126,0,178,304,41.45,default,0,
qwen3,14B,-4,20,31,25,formal logic,neutral,38,0,60,98,38.78,default,0,
qwen3,14B,-4,20,31,25,fund,neutral,14,0,53,67,20.9,default,0,
qwen3,14B,-4,20,31,25,global facts,neutral,13,0,71,84,15.48,default,0,
qwen3,14B,-4,20,31,25,high school biology,neutral,92,0,48,140,65.71,default,0,
qwen3,14B,-4,20,31,25,high school chemistry,neutral,46,0,69,115,40.0,default,0,
qwen3,14B,-4,20,31,25,high school computer science,neutral,29,0,33,62,46.77,default,0,
qwen3,14B,-4,20,31,25,high school european history,neutral,23,0,46,69,33.33,default,0,
qwen3,14B,-4,20,31,25,high school geography,neutral,38,0,27,65,58.46,default,0,
qwen3,14B,-4,20,31,25,high school government and politics,neutral,29,0,22,51,56.86,default,0,
qwen3,14B,-4,20,31,25,high school macroeconomics,neutral,114,0,102,216,52.78,default,0,
qwen3,14B,-4,20,31,25,high school mathematics,neutral,56,0,186,242,23.14,default,0,
qwen3,14B,-4,20,31,25,high school microeconomics,neutral,86,0,57,143,60.14,default,0,
qwen3,14B,-4,20,31,25,high school physics,neutral,40,0,87,127,31.5,default,0,
qwen3,14B,-4,20,31,25,high school psychology,neutral,99,0,70,169,58.58,default,0,
qwen3,14B,-4,20,31,25,high school statistics,neutral,59,0,84,143,41.26,default,0,
qwen3,14B,-4,20,31,25,high school us history,neutral,22,0,61,83,26.51,default,0,
qwen3,14B,-4,20,31,25,high school world history,neutral,42,0,42,84,50.0,default,0,
qwen3,14B,-4,20,31,25,human aging,neutral,24,0,62,86,27.91,default,0,
qwen3,14B,-4,20,31,25,human sexuality,neutral,21,0,32,53,39.62,default,0,
qwen3,14B,-4,20,31,25,international law,neutral,21,0,34,55,38.18,default,0,
qwen3,14B,-4,20,31,25,jurisprudence,neutral,15,0,28,43,34.88,default,0,
qwen3,14B,-4,20,31,25,logical fallacies,neutral,35,0,38,73,47.95,default,0,
qwen3,14B,-4,20,31,25,machine learning,neutral,32,0,58,90,35.56,default,0,
qwen3,14B,-4,20,31,25,management,neutral,19,0,18,37,51.35,default,0,
qwen3,14B,-4,20,31,25,marketing,neutral,39,0,36,75,52.0,default,0,
qwen3,14B,-4,20,31,25,matter,neutral,6,0,41,47,12.77,default,0,
qwen3,14B,-4,20,31,25,medical genetics,neutral,26,0,28,54,48.15,default,0,
qwen3,14B,-4,20,31,25,miscellaneous,neutral,117,0,148,265,44.15,default,0,
qwen3,14B,-4,20,31,25,moral disputes,neutral,57,0,82,139,41.01,default,0,
qwen3,14B,-4,20,31,25,nutrition,neutral,95,0,84,179,53.07,default,0,
qwen3,14B,-4,20,31,25,philosophy,neutral,42,0,88,130,32.31,default,0,
qwen3,14B,-4,20,31,25,prehistory,neutral,72,0,73,145,49.66,default,0,
qwen3,14B,-4,20,31,25,professional accounting,neutral,54,0,141,195,27.69,default,0,
qwen3,14B,-4,20,31,25,professional law,neutral,226,0,777,1003,22.53,default,0,
qwen3,14B,-4,20,31,25,professional medicine,neutral,127,0,127,254,50.0,default,0,
qwen3,14B,-4,20,31,25,professional psychology,neutral,134,0,190,324,41.36,default,0,
qwen3,14B,-4,20,31,25,public relations,neutral,20,0,32,52,38.46,default,0,
qwen3,14B,-4,20,31,25,quan,neutral,3,0,29,32,9.38,default,0,
qwen3,14B,-4,20,31,25,security studies,neutral,36,0,51,87,41.38,default,0,
qwen3,14B,-4,20,31,25,sociology,neutral,19,0,33,52,36.54,default,0,
qwen3,14B,-4,20,31,25,stat,neutral,19,0,52,71,26.76,default,0,
qwen3,14B,-4,20,31,25,thermo,neutral,7,0,48,55,12.73,default,0,
qwen3,14B,-4,20,31,25,us foreign policy,neutral,6,0,14,20,30.0,default,0,
qwen3,14B,-4,20,31,25,virology,neutral,25,0,21,46,54.35,default,0,
qwen3,14B,-4,20,31,25,world religions,neutral,25,0,34,59,42.37,default,0,
