model,size,alpha,start,end,TOP,task,role,correct,E_count,invalid,total,accuracy_percentage,suite,refusal_enabled,refusal_label
qwen3,14B,-4,22,37,25,global facts,neutral,11,0,73,84,13.1,default,0,
qwen3,14B,-4,22,37,25,high school biology,neutral,69,0,71,140,49.29,default,0,
qwen3,14B,-4,22,37,25,high school chemistry,neutral,37,0,78,115,32.17,default,0,
qwen3,14B,-4,22,37,25,high school computer science,neutral,25,0,37,62,40.32,default,0,
qwen3,14B,-4,22,37,25,high school european history,neutral,19,0,50,69,27.54,default,0,
qwen3,14B,-4,22,37,25,high school geography,neutral,25,0,40,65,38.46,default,0,
qwen3,14B,-4,22,37,25,high school government and politics,neutral,25,0,26,51,49.02,default,0,
qwen3,14B,-4,22,37,25,high school macroeconomics,neutral,85,0,131,216,39.35,default,0,
qwen3,14B,-4,22,37,25,high school mathematics,neutral,39,0,203,242,16.12,default,0,
qwen3,14B,-4,22,37,25,high school microeconomics,neutral,68,0,75,143,47.55,default,0,
qwen3,14B,-4,22,37,25,high school physics,neutral,24,0,103,127,18.9,default,0,
qwen3,14B,-4,22,37,25,high school psychology,neutral,75,0,94,169,44.38,default,0,
qwen3,14B,-4,22,37,25,high school statistics,neutral,46,0,97,143,32.17,default,0,
qwen3,14B,-4,22,37,25,high school us history,neutral,16,0,67,83,19.28,default,0,
qwen3,14B,-4,22,37,25,high school world history,neutral,32,0,52,84,38.1,default,0,
qwen3,14B,-4,22,37,25,human aging,neutral,20,0,66,86,23.26,default,0,
qwen3,14B,-4,22,37,25,human sexuality,neutral,15,0,38,53,28.3,default,0,
qwen3,14B,-4,22,37,25,international law,neutral,17,0,38,55,30.91,default,0,
qwen3,14B,-4,22,37,25,jurisprudence,neutral,13,0,30,43,30.23,default,0,
qwen3,14B,-4,22,37,25,logical fallacies,neutral,23,0,50,73,31.51,default,0,
qwen3,14B,-4,22,37,25,machine learning,neutral,29,0,61,90,32.22,default,0,
qwen3,14B,-4,22,37,25,management,neutral,15,0,22,37,40.54,default,0,
qwen3,14B,-4,22,37,25,marketing,neutral,33,0,42,75,44.0,default,0,
qwen3,14B,-4,22,37,25,matter,neutral,5,0,42,47,10.64,default,0,
qwen3,14B,-4,22,37,25,medical genetics,neutral,20,0,34,54,37.04,default,0,
qwen3,14B,-4,22,37,25,miscellaneous,neutral,92,0,173,265,34.72,default,0,
qwen3,14B,-4,22,37,25,moral disputes,neutral,47,0,92,139,33.81,default,0,
qwen3,14B,-4,22,37,25,nutrition,neutral,82,0,97,179,45.81,default,0,
qwen3,14B,-4,22,37,25,philosophy,neutral,31,0,99,130,23.85,default,0,
qwen3,14B,-4,22,37,25,prehistory,neutral,50,0,95,145,34.48,default,0,
qwen3,14B,-4,22,37,25,professional accounting,neutral,38,0,157,195,19.49,default,0,
qwen3,14B,-4,22,37,25,professional law,neutral,190,0,813,1003,18.94,default,0,
qwen3,14B,-4,22,37,25,professional medicine,neutral,103,0,151,254,40.55,default,0,
qwen3,14B,-4,22,37,25,professional psychology,neutral,103,0,221,324,31.79,default,0,
qwen3,14B,-4,22,37,25,public relations,neutral,17,0,35,52,32.69,default,0,
qwen3,14B,-4,22,37,25,quan,neutral,3,0,29,32,9.38,default,0,
qwen3,14B,-4,22,37,25,security studies,neutral,31,0,56,87,35.63,default,0,
qwen3,14B,-4,22,37,25,sociology,neutral,14,0,38,52,26.92,default,0,
qwen3,14B,-4,22,37,25,stat,neutral,14,0,57,71,19.72,default,0,
qwen3,14B,-4,22,37,25,thermo,neutral,6,0,49,55,10.91,default,0,
qwen3,14B,-4,22,37,25,us foreign policy,neutral,3,0,17,20,15.0,default,0,
qwen3,14B,-4,22,37,25,virology,neutral,21,0,25,46,45.65,default,0,
qwen3,14B,-4,22,37,25,world religions,neutral,19,0,40,59,32.2,default,0,
