model,size,alpha,start,end,TOP,task,role,correct,E_count,invalid,total,accuracy_percentage,suite,refusal_enabled,refusal_label
llama3,8B,-4,11,20,20,chemmc,neutral,8,0,25,33,24.24,default,0,
llama3,8B,-4,11,20,20,class,neutral,7,0,38,45,15.56,default,0,
llama3,8B,-4,11,20,20,clinical knowledge,neutral,36,0,36,72,50.0,default,0,
llama3,8B,-4,11,20,20,college biology,neutral,40,0,39,79,50.63,default,0,
llama3,8B,-4,11,20,20,college chemistry,neutral,21,0,42,63,33.33,default,0,
llama3,8B,-4,11,20,20,college computer science,neutral,27,0,49,76,35.53,default,0,
llama3,8B,-4,11,20,20,college mathematics,neutral,13,0,61,74,17.57,default,0,
llama3,8B,-4,11,20,20,college medicine,neutral,25,0,23,48,52.08,default,0,
llama3,8B,-4,11,20,20,college physics,neutral,15,0,53,68,22.06,default,0,
llama3,8B,-4,11,20,20,computer security,neutral,20,0,26,46,43.48,default,0,
llama3,8B,-4,11,20,20,conceptual physics,neutral,56,0,80,136,41.18,default,0,
llama3,8B,-4,11,20,20,diff,neutral,12,0,38,50,24.0,default,0,
llama3,8B,-4,11,20,20,econometrics,neutral,28,0,57,85,32.94,default,0,
llama3,8B,-4,11,20,20,electrical engineering,neutral,21,0,46,67,31.34,default,0,
llama3,8B,-4,11,20,20,elementary mathematics,neutral,76,0,228,304,25.0,default,0,
llama3,8B,-4,11,20,20,formal logic,neutral,27,0,71,98,27.55,default,0,
llama3,8B,-4,11,20,20,fund,neutral,8,0,59,67,11.94,default,0,
llama3,8B,-4,11,20,20,global facts,neutral,15,0,69,84,17.86,default,0,
llama3,8B,-4,11,20,20,high school biology,neutral,82,0,58,140,58.57,default,0,
llama3,8B,-4,11,20,20,high school chemistry,neutral,42,0,73,115,36.52,default,0,
llama3,8B,-4,11,20,20,high school computer science,neutral,25,0,37,62,40.32,default,0,
llama3,8B,-4,11,20,20,high school european history,neutral,19,0,50,69,27.54,default,0,
llama3,8B,-4,11,20,20,high school geography,neutral,29,0,36,65,44.62,default,0,
llama3,8B,-4,11,20,20,high school government and politics,neutral,22,0,29,51,43.14,default,0,
llama3,8B,-4,11,20,20,high school macroeconomics,neutral,82,0,134,216,37.96,default,0,
llama3,8B,-4,11,20,20,high school mathematics,neutral,31,0,211,242,12.81,default,0,
llama3,8B,-4,11,20,20,high school microeconomics,neutral,54,0,89,143,37.76,default,0,
llama3,8B,-4,11,20,20,high school physics,neutral,26,0,101,127,20.47,default,0,
llama3,8B,-4,11,20,20,high school psychology,neutral,91,0,78,169,53.85,default,0,
llama3,8B,-4,11,20,20,high school statistics,neutral,44,0,99,143,30.77,default,0,
llama3,8B,-4,11,20,20,high school us history,neutral,31,0,52,83,37.35,default,0,
llama3,8B,-4,11,20,20,high school world history,neutral,48,0,36,84,57.14,default,0,
llama3,8B,-4,11,20,20,human aging,neutral,35,0,51,86,40.7,default,0,
llama3,8B,-4,11,20,20,human sexuality,neutral,20,0,33,53,37.74,default,0,
llama3,8B,-4,11,20,20,international law,neutral,24,0,31,55,43.64,default,0,
llama3,8B,-4,11,20,20,jurisprudence,neutral,16,0,27,43,37.21,default,0,
llama3,8B,-4,11,20,20,logical fallacies,neutral,40,0,33,73,54.79,default,0,
llama3,8B,-4,11,20,20,machine learning,neutral,26,0,64,90,28.89,default,0,
llama3,8B,-4,11,20,20,management,neutral,16,0,21,37,43.24,default,0,
llama3,8B,-4,11,20,20,marketing,neutral,34,0,41,75,45.33,default,0,
llama3,8B,-4,11,20,20,matter,neutral,3,0,44,47,6.38,default,0,
llama3,8B,-4,11,20,20,medical genetics,neutral,29,0,25,54,53.7,default,0,
llama3,8B,-4,11,20,20,miscellaneous,neutral,114,0,151,265,43.02,default,0,
llama3,8B,-4,11,20,20,moral disputes,neutral,54,0,85,139,38.85,default,0,
llama3,8B,-4,11,20,20,nutrition,neutral,101,0,78,179,56.42,default,0,
llama3,8B,-4,11,20,20,philosophy,neutral,46,0,84,130,35.38,default,0,
llama3,8B,-4,11,20,20,prehistory,neutral,70,0,75,145,48.28,default,0,
llama3,8B,-4,11,20,20,professional accounting,neutral,54,0,141,195,27.69,default,0,
llama3,8B,-4,11,20,20,professional law,neutral,282,0,721,1003,28.12,default,0,
llama3,8B,-4,11,20,20,professional medicine,neutral,143,0,111,254,56.3,default,0,
llama3,8B,-4,11,20,20,professional psychology,neutral,127,0,197,324,39.2,default,0,
llama3,8B,-4,11,20,20,public relations,neutral,21,0,31,52,40.38,default,0,
llama3,8B,-4,11,20,20,quan,neutral,7,0,25,32,21.88,default,0,
llama3,8B,-4,11,20,20,security studies,neutral,38,0,49,87,43.68,default,0,
llama3,8B,-4,11,20,20,sociology,neutral,24,0,28,52,46.15,default,0,
llama3,8B,-4,11,20,20,stat,neutral,19,0,52,71,26.76,default,0,
llama3,8B,-4,11,20,20,thermo,neutral,7,0,48,55,12.73,default,0,
llama3,8B,-4,11,20,20,us foreign policy,neutral,8,0,12,20,40.0,default,0,
llama3,8B,-4,11,20,20,virology,neutral,27,0,19,46,58.7,default,0,
llama3,8B,-4,11,20,20,world religions,neutral,27,0,32,59,45.76,default,0,
llama3,8B,-4,11,20,20,Biology,non biology expert,252,0,99,351,71.79,default,0,
llama3,8B,-4,11,20,20,Biology,biology expert,279,0,72,351,79.49,default,0,
llama3,8B,-4,11,20,20,Biology,confident,280,0,71,351,79.77,default,0,
llama3,8B,-4,11,20,20,Biology,unconfident,140,0,211,351,39.89,default,0,
llama3,8B,-4,11,20,20,Business,non business expert,91,0,469,560,16.25,default,0,
llama3,8B,-4,11,20,20,Business,business expert,133,0,427,560,23.75,default,0,
llama3,8B,-4,11,20,20,Business,confident,141,0,419,560,25.18,default,0,
llama3,8B,-4,11,20,20,Business,unconfident,67,0,493,560,11.96,default,0,
llama3,8B,-4,11,20,20,Chemistry,non chemistry expert,55,0,453,508,10.83,default,0,
llama3,8B,-4,11,20,20,Chemistry,chemistry expert,75,0,433,508,14.76,default,0,
llama3,8B,-4,11,20,20,Chemistry,confident,81,0,427,508,15.94,default,0,
llama3,8B,-4,11,20,20,Chemistry,unconfident,44,0,464,508,8.66,default,0,
llama3,8B,-4,11,20,20,ComputerScience,non computerscience expert,33,0,27,60,55.0,default,0,
llama3,8B,-4,11,20,20,ComputerScience,computerscience expert,35,0,25,60,58.33,default,0,
llama3,8B,-4,11,20,20,ComputerScience,confident,34,0,26,60,56.67,default,0,
llama3,8B,-4,11,20,20,ComputerScience,unconfident,23,0,37,60,38.33,default,0,
llama3,8B,-4,11,20,20,EECS,non eecs expert,14,0,62,76,18.42,default,0,
llama3,8B,-4,11,20,20,EECS,eecs expert,14,0,62,76,18.42,default,0,
llama3,8B,-4,11,20,20,EECS,confident,16,0,60,76,21.05,default,0,
llama3,8B,-4,11,20,20,EECS,unconfident,7,0,69,76,9.21,default,0,
llama3,8B,-4,11,20,20,Economics,non economics expert,199,0,201,400,49.75,default,0,
llama3,8B,-4,11,20,20,Economics,economics expert,245,0,155,400,61.25,default,0,
llama3,8B,-4,11,20,20,Economics,confident,248,0,152,400,62.0,default,0,
llama3,8B,-4,11,20,20,Economics,unconfident,135,0,265,400,33.75,default,0,
llama3,8B,-4,11,20,20,ElectricCircuits,non electriccircuits expert,9,0,58,67,13.43,default,0,
llama3,8B,-4,11,20,20,ElectricCircuits,electriccircuits expert,14,0,53,67,20.9,default,0,
llama3,8B,-4,11,20,20,ElectricCircuits,confident,16,0,51,67,23.88,default,0,
llama3,8B,-4,11,20,20,ElectricCircuits,unconfident,7,0,60,67,10.45,default,0,
llama3,8B,-4,11,20,20,ElectricalMachines,non electricalmachines expert,23,0,79,102,22.55,default,0,
llama3,8B,-4,11,20,20,ElectricalMachines,electricalmachines expert,29,0,73,102,28.43,default,0,
llama3,8B,-4,11,20,20,ElectricalMachines,confident,31,0,71,102,30.39,default,0,
llama3,8B,-4,11,20,20,ElectricalMachines,unconfident,13,0,89,102,12.75,default,0,
llama3,8B,-4,11,20,20,Electromagnetics,non electromagnetics expert,15,0,85,100,15.0,default,0,
llama3,8B,-4,11,20,20,Electromagnetics,electromagnetics expert,19,0,81,100,19.0,default,0,
llama3,8B,-4,11,20,20,Electromagnetics,confident,21,0,79,100,21.0,default,0,
llama3,8B,-4,11,20,20,Electromagnetics,unconfident,14,0,86,100,14.0,default,0,
llama3,8B,-4,11,20,20,ElectronicCommunications,non electroniccommunications expert,20,0,95,115,17.39,default,0,
llama3,8B,-4,11,20,20,ElectronicCommunications,electroniccommunications expert,22,0,93,115,19.13,default,0,
llama3,8B,-4,11,20,20,ElectronicCommunications,confident,25,0,90,115,21.74,default,0,
llama3,8B,-4,11,20,20,ElectronicCommunications,unconfident,14,0,101,115,12.17,default,0,
llama3,8B,-4,11,20,20,Finance,non finance expert,6,0,68,74,8.11,default,0,
llama3,8B,-4,11,20,20,Finance,finance expert,15,0,59,74,20.27,default,0,
llama3,8B,-4,11,20,20,Finance,confident,16,0,58,74,21.62,default,0,
llama3,8B,-4,11,20,20,Finance,unconfident,5,0,69,74,6.76,default,0,
llama3,8B,-4,11,20,20,FluidMechanics,non fluidmechanics expert,7,0,58,65,10.77,default,0,
llama3,8B,-4,11,20,20,FluidMechanics,fluidmechanics expert,11,0,54,65,16.92,default,0,
llama3,8B,-4,11,20,20,FluidMechanics,confident,12,0,53,65,18.46,default,0,
llama3,8B,-4,11,20,20,FluidMechanics,unconfident,5,0,60,65,7.69,default,0,
llama3,8B,-4,11,20,20,Genetics,non genetics expert,48,0,99,147,32.65,default,0,
llama3,8B,-4,11,20,20,Genetics,genetics expert,58,0,89,147,39.46,default,0,
llama3,8B,-4,11,20,20,Genetics,confident,62,0,85,147,42.18,default,0,
llama3,8B,-4,11,20,20,Genetics,unconfident,25,0,122,147,17.01,default,0,
llama3,8B,-4,11,20,20,HeatTransfer,non heattransfer expert,11,0,55,66,16.67,default,0,
llama3,8B,-4,11,20,20,HeatTransfer,heattransfer expert,16,0,50,66,24.24,default,0,
llama3,8B,-4,11,20,20,HeatTransfer,confident,18,0,48,66,27.27,default,0,
llama3,8B,-4,11,20,20,HeatTransfer,unconfident,10,0,56,66,15.15,default,0,
llama3,8B,-4,11,20,20,MachineDesign,non machinedesign expert,9,0,61,70,12.86,default,0,
llama3,8B,-4,11,20,20,MachineDesign,machinedesign expert,10,0,60,70,14.29,default,0,
llama3,8B,-4,11,20,20,MachineDesign,confident,10,0,60,70,14.29,default,0,
llama3,8B,-4,11,20,20,MachineDesign,unconfident,11,0,59,70,15.71,default,0,
llama3,8B,-4,11,20,20,Math,non math expert,48,0,296,344,13.95,default,0,
llama3,8B,-4,11,20,20,Math,math expert,49,0,295,344,14.24,default,0,
llama3,8B,-4,11,20,20,Math,confident,51,0,293,344,14.83,default,0,
llama3,8B,-4,11,20,20,Math,unconfident,36,0,308,344,10.47,default,0,
llama3,8B,-4,11,20,20,Mechanics,non mechanics expert,3,0,30,33,9.09,default,0,
llama3,8B,-4,11,20,20,Mechanics,mechanics expert,9,0,24,33,27.27,default,0,
llama3,8B,-4,11,20,20,Mechanics,confident,9,0,24,33,27.27,default,0,
llama3,8B,-4,11,20,20,Mechanics,unconfident,5,0,28,33,15.15,default,0,
llama3,8B,-4,11,20,20,Optics,non optics expert,24,0,169,193,12.44,default,0,
llama3,8B,-4,11,20,20,Optics,optics expert,34,0,159,193,17.62,default,0,
llama3,8B,-4,11,20,20,Optics,confident,39,0,154,193,20.21,default,0,
llama3,8B,-4,11,20,20,Optics,unconfident,18,0,175,193,9.33,default,0,
llama3,8B,-4,11,20,20,OrganicChemistry,non organicchemistry expert,4,0,13,17,23.53,default,0,
llama3,8B,-4,11,20,20,OrganicChemistry,organicchemistry expert,6,0,11,17,35.29,default,0,
llama3,8B,-4,11,20,20,OrganicChemistry,confident,5,0,12,17,29.41,default,0,
llama3,8B,-4,11,20,20,OrganicChemistry,unconfident,3,0,14,17,17.65,default,0,
llama3,8B,-4,11,20,20,PhysicalChemistry,non physicalchemistry expert,26,0,190,216,12.04,default,0,
llama3,8B,-4,11,20,20,PhysicalChemistry,physicalchemistry expert,34,0,182,216,15.74,default,0,
llama3,8B,-4,11,20,20,PhysicalChemistry,confident,36,0,180,216,16.67,default,0,
llama3,8B,-4,11,20,20,PhysicalChemistry,unconfident,20,0,196,216,9.26,default,0,
llama3,8B,-4,11,20,20,Physics,non physics expert,52,0,443,495,10.51,default,0,
llama3,8B,-4,11,20,20,Physics,physics expert,78,0,417,495,15.76,default,0,
llama3,8B,-4,11,20,20,Physics,confident,79,0,416,495,15.96,default,0,
llama3,8B,-4,11,20,20,Physics,unconfident,57,0,438,495,11.52,default,0,
llama3,8B,-4,11,20,20,Psychology,non psychology expert,216,0,89,305,70.82,default,0,
llama3,8B,-4,11,20,20,Psychology,psychology expert,239,0,66,305,78.36,default,0,
llama3,8B,-4,11,20,20,Psychology,confident,242,0,63,305,79.34,default,0,
llama3,8B,-4,11,20,20,Psychology,unconfident,105,0,200,305,34.43,default,0,
llama3,8B,-4,11,20,20,Thermodynamics,non thermodynamics expert,26,0,143,169,15.38,default,0,
llama3,8B,-4,11,20,20,Thermodynamics,thermodynamics expert,32,0,137,169,18.93,default,0,
llama3,8B,-4,11,20,20,Thermodynamics,confident,39,0,130,169,23.08,default,0,
llama3,8B,-4,11,20,20,Thermodynamics,unconfident,19,0,150,169,11.24,default,0,
llama3,8B,-4,11,20,20,TransportPhenomena,non transportphenomena expert,29,0,119,148,19.59,default,0,
llama3,8B,-4,11,20,20,TransportPhenomena,transportphenomena expert,32,0,116,148,21.62,default,0,
llama3,8B,-4,11,20,20,TransportPhenomena,confident,32,0,116,148,21.62,default,0,
llama3,8B,-4,11,20,20,TransportPhenomena,unconfident,21,0,127,148,14.19,default,0,
llama3,8B,-4,11,20,20,abstract algebra,non abstract algebra expert,20,0,63,83,24.1,default,0,
llama3,8B,-4,11,20,20,abstract algebra,abstract algebra expert,19,0,64,83,22.89,default,0,
llama3,8B,-4,11,20,20,abstract algebra,confident,22,0,61,83,26.51,default,0,
llama3,8B,-4,11,20,20,abstract algebra,unconfident,16,0,67,83,19.28,default,0,
llama3,8B,-4,11,20,20,anatomy,non anatomy expert,30,0,49,79,37.97,default,0,
llama3,8B,-4,11,20,20,anatomy,anatomy expert,30,0,49,79,37.97,default,0,
llama3,8B,-4,11,20,20,anatomy,confident,30,0,49,79,37.97,default,0,
llama3,8B,-4,11,20,20,anatomy,unconfident,13,0,66,79,16.46,default,0,
llama3,8B,-4,11,20,20,astronomy,non astronomy expert,28,0,52,80,35.0,default,0,
llama3,8B,-4,11,20,20,astronomy,astronomy expert,27,0,53,80,33.75,default,0,
llama3,8B,-4,11,20,20,astronomy,confident,33,0,47,80,41.25,default,0,
llama3,8B,-4,11,20,20,astronomy,unconfident,11,0,69,80,13.75,default,0,
llama3,8B,-4,11,20,20,atkins,non atkins expert,14,0,87,101,13.86,default,0,
llama3,8B,-4,11,20,20,atkins,atkins expert,15,0,86,101,14.85,default,0,
llama3,8B,-4,11,20,20,atkins,confident,15,0,86,101,14.85,default,0,
llama3,8B,-4,11,20,20,atkins,unconfident,14,0,87,101,13.86,default,0,
llama3,8B,-4,11,20,20,business ethics,non business ethics expert,18,0,25,43,41.86,default,0,
llama3,8B,-4,11,20,20,business ethics,business ethics expert,18,0,25,43,41.86,default,0,
llama3,8B,-4,11,20,20,business ethics,confident,19,0,24,43,44.19,default,0,
llama3,8B,-4,11,20,20,business ethics,unconfident,9,0,34,43,20.93,default,0,
llama3,8B,-4,11,20,20,calculus,non calculus expert,9,0,31,40,22.5,default,0,
llama3,8B,-4,11,20,20,calculus,calculus expert,10,0,30,40,25.0,default,0,
llama3,8B,-4,11,20,20,calculus,confident,7,0,33,40,17.5,default,0,
llama3,8B,-4,11,20,20,calculus,unconfident,7,0,33,40,17.5,default,0,
llama3,8B,-4,11,20,20,chemmc,non chemmc expert,8,0,25,33,24.24,default,0,
llama3,8B,-4,11,20,20,chemmc,chemmc expert,7,0,26,33,21.21,default,0,
llama3,8B,-4,11,20,20,chemmc,confident,8,0,25,33,24.24,default,0,
llama3,8B,-4,11,20,20,chemmc,unconfident,4,0,29,33,12.12,default,0,
llama3,8B,-4,11,20,20,class,non class expert,8,0,37,45,17.78,default,0,
llama3,8B,-4,11,20,20,class,class expert,7,0,38,45,15.56,default,0,
llama3,8B,-4,11,20,20,class,confident,8,0,37,45,17.78,default,0,
llama3,8B,-4,11,20,20,class,unconfident,7,0,38,45,15.56,default,0,
llama3,8B,-4,11,20,20,clinical knowledge,non clinical knowledge expert,36,0,36,72,50.0,default,0,
llama3,8B,-4,11,20,20,clinical knowledge,clinical knowledge expert,36,0,36,72,50.0,default,0,
llama3,8B,-4,11,20,20,clinical knowledge,confident,37,0,35,72,51.39,default,0,
llama3,8B,-4,11,20,20,clinical knowledge,unconfident,15,0,57,72,20.83,default,0,
llama3,8B,-4,11,20,20,college biology,non college biology expert,37,0,42,79,46.84,default,0,
llama3,8B,-4,11,20,20,college biology,college biology expert,35,0,44,79,44.3,default,0,
llama3,8B,-4,11,20,20,college biology,confident,38,0,41,79,48.1,default,0,
llama3,8B,-4,11,20,20,college biology,unconfident,22,0,57,79,27.85,default,0,
llama3,8B,-4,11,20,20,college chemistry,non college chemistry expert,18,0,45,63,28.57,default,0,
llama3,8B,-4,11,20,20,college chemistry,college chemistry expert,20,0,43,63,31.75,default,0,
llama3,8B,-4,11,20,20,college chemistry,confident,18,0,45,63,28.57,default,0,
llama3,8B,-4,11,20,20,college chemistry,unconfident,14,0,49,63,22.22,default,0,
llama3,8B,-4,11,20,20,college computer science,non college computer science expert,25,0,51,76,32.89,default,0,
llama3,8B,-4,11,20,20,college computer science,college computer science expert,26,0,50,76,34.21,default,0,
llama3,8B,-4,11,20,20,college computer science,confident,27,0,49,76,35.53,default,0,
llama3,8B,-4,11,20,20,college computer science,unconfident,14,0,62,76,18.42,default,0,
llama3,8B,-4,11,20,20,college mathematics,non college mathematics expert,11,0,63,74,14.86,default,0,
llama3,8B,-4,11,20,20,college mathematics,college mathematics expert,14,0,60,74,18.92,default,0,
llama3,8B,-4,11,20,20,college mathematics,confident,12,0,62,74,16.22,default,0,
llama3,8B,-4,11,20,20,college mathematics,unconfident,6,0,68,74,8.11,default,0,
llama3,8B,-4,11,20,20,college medicine,non college medicine expert,23,0,25,48,47.92,default,0,
llama3,8B,-4,11,20,20,college medicine,college medicine expert,23,0,25,48,47.92,default,0,
llama3,8B,-4,11,20,20,college medicine,confident,27,0,21,48,56.25,default,0,
llama3,8B,-4,11,20,20,college medicine,unconfident,9,0,39,48,18.75,default,0,
llama3,8B,-4,11,20,20,college physics,non college physics expert,17,0,51,68,25.0,default,0,
llama3,8B,-4,11,20,20,college physics,college physics expert,16,0,52,68,23.53,default,0,
llama3,8B,-4,11,20,20,college physics,confident,16,0,52,68,23.53,default,0,
llama3,8B,-4,11,20,20,college physics,unconfident,5,0,63,68,7.35,default,0,
llama3,8B,-4,11,20,20,computer security,non computer security expert,19,0,27,46,41.3,default,0,
llama3,8B,-4,11,20,20,computer security,computer security expert,20,0,26,46,43.48,default,0,
llama3,8B,-4,11,20,20,computer security,confident,23,0,23,46,50.0,default,0,
llama3,8B,-4,11,20,20,computer security,unconfident,16,0,30,46,34.78,default,0,
llama3,8B,-4,11,20,20,conceptual physics,non conceptual physics expert,55,0,81,136,40.44,default,0,
llama3,8B,-4,11,20,20,conceptual physics,conceptual physics expert,54,0,82,136,39.71,default,0,
llama3,8B,-4,11,20,20,conceptual physics,confident,51,0,85,136,37.5,default,0,
llama3,8B,-4,11,20,20,conceptual physics,unconfident,21,0,115,136,15.44,default,0,
llama3,8B,-4,11,20,20,diff,non diff expert,14,0,36,50,28.0,default,0,
llama3,8B,-4,11,20,20,diff,diff expert,15,0,35,50,30.0,default,0,
llama3,8B,-4,11,20,20,diff,confident,15,0,35,50,30.0,default,0,
llama3,8B,-4,11,20,20,diff,unconfident,2,0,48,50,4.0,default,0,
llama3,8B,-4,11,20,20,econometrics,non econometrics expert,23,0,62,85,27.06,default,0,
llama3,8B,-4,11,20,20,econometrics,econometrics expert,25,0,60,85,29.41,default,0,
llama3,8B,-4,11,20,20,econometrics,confident,28,0,57,85,32.94,default,0,
llama3,8B,-4,11,20,20,econometrics,unconfident,14,0,71,85,16.47,default,0,
llama3,8B,-4,11,20,20,electrical engineering,non electrical engineering expert,17,0,50,67,25.37,default,0,
llama3,8B,-4,11,20,20,electrical engineering,electrical engineering expert,19,0,48,67,28.36,default,0,
llama3,8B,-4,11,20,20,electrical engineering,confident,20,0,47,67,29.85,default,0,
llama3,8B,-4,11,20,20,electrical engineering,unconfident,10,0,57,67,14.93,default,0,
llama3,8B,-4,11,20,20,elementary mathematics,non elementary mathematics expert,66,0,238,304,21.71,default,0,
llama3,8B,-4,11,20,20,elementary mathematics,elementary mathematics expert,75,0,229,304,24.67,default,0,
llama3,8B,-4,11,20,20,elementary mathematics,confident,76,0,228,304,25.0,default,0,
llama3,8B,-4,11,20,20,elementary mathematics,unconfident,35,0,269,304,11.51,default,0,
llama3,8B,-4,11,20,20,formal logic,non formal logic expert,31,0,67,98,31.63,default,0,
llama3,8B,-4,11,20,20,formal logic,formal logic expert,25,0,73,98,25.51,default,0,
llama3,8B,-4,11,20,20,formal logic,confident,28,0,70,98,28.57,default,0,
llama3,8B,-4,11,20,20,formal logic,unconfident,14,0,84,98,14.29,default,0,
llama3,8B,-4,11,20,20,fund,non fund expert,10,0,57,67,14.93,default,0,
llama3,8B,-4,11,20,20,fund,fund expert,10,0,57,67,14.93,default,0,
llama3,8B,-4,11,20,20,fund,confident,12,0,55,67,17.91,default,0,
llama3,8B,-4,11,20,20,fund,unconfident,10,0,57,67,14.93,default,0,
llama3,8B,-4,11,20,20,global facts,non global facts expert,17,0,67,84,20.24,default,0,
llama3,8B,-4,11,20,20,global facts,global facts expert,15,0,69,84,17.86,default,0,
llama3,8B,-4,11,20,20,global facts,confident,18,0,66,84,21.43,default,0,
llama3,8B,-4,11,20,20,global facts,unconfident,11,0,73,84,13.1,default,0,
llama3,8B,-4,11,20,20,high school biology,non high school biology expert,76,0,64,140,54.29,default,0,
llama3,8B,-4,11,20,20,high school biology,high school biology expert,81,0,59,140,57.86,default,0,
llama3,8B,-4,11,20,20,high school biology,confident,81,0,59,140,57.86,default,0,
llama3,8B,-4,11,20,20,high school biology,unconfident,48,0,92,140,34.29,default,0,
llama3,8B,-4,11,20,20,high school chemistry,non high school chemistry expert,33,0,82,115,28.7,default,0,
llama3,8B,-4,11,20,20,high school chemistry,high school chemistry expert,39,0,76,115,33.91,default,0,
llama3,8B,-4,11,20,20,high school chemistry,confident,42,0,73,115,36.52,default,0,
llama3,8B,-4,11,20,20,high school chemistry,unconfident,20,0,95,115,17.39,default,0,
llama3,8B,-4,11,20,20,high school computer science,non high school computer science expert,23,0,39,62,37.1,default,0,
llama3,8B,-4,11,20,20,high school computer science,high school computer science expert,25,0,37,62,40.32,default,0,
llama3,8B,-4,11,20,20,high school computer science,confident,27,0,35,62,43.55,default,0,
llama3,8B,-4,11,20,20,high school computer science,unconfident,15,0,47,62,24.19,default,0,
llama3,8B,-4,11,20,20,high school european history,non high school european history expert,18,0,51,69,26.09,default,0,
llama3,8B,-4,11,20,20,high school european history,high school european history expert,17,0,52,69,24.64,default,0,
llama3,8B,-4,11,20,20,high school european history,confident,19,0,50,69,27.54,default,0,
llama3,8B,-4,11,20,20,high school european history,unconfident,12,0,57,69,17.39,default,0,
llama3,8B,-4,11,20,20,high school geography,non high school geography expert,27,0,38,65,41.54,default,0,
llama3,8B,-4,11,20,20,high school geography,high school geography expert,29,0,36,65,44.62,default,0,
llama3,8B,-4,11,20,20,high school geography,confident,29,0,36,65,44.62,default,0,
llama3,8B,-4,11,20,20,high school geography,unconfident,17,0,48,65,26.15,default,0,
llama3,8B,-4,11,20,20,high school government and politics,non high school government and politics expert,21,0,30,51,41.18,default,0,
llama3,8B,-4,11,20,20,high school government and politics,high school government and politics expert,23,0,28,51,45.1,default,0,
llama3,8B,-4,11,20,20,high school government and politics,confident,21,0,30,51,41.18,default,0,
llama3,8B,-4,11,20,20,high school government and politics,unconfident,17,0,34,51,33.33,default,0,
llama3,8B,-4,11,20,20,high school macroeconomics,non high school macroeconomics expert,73,0,143,216,33.8,default,0,
llama3,8B,-4,11,20,20,high school macroeconomics,high school macroeconomics expert,78,0,138,216,36.11,default,0,
llama3,8B,-4,11,20,20,high school macroeconomics,confident,85,0,131,216,39.35,default,0,
llama3,8B,-4,11,20,20,high school macroeconomics,unconfident,31,0,185,216,14.35,default,0,
llama3,8B,-4,11,20,20,high school mathematics,non high school mathematics expert,23,0,219,242,9.5,default,0,
llama3,8B,-4,11,20,20,high school mathematics,high school mathematics expert,31,0,211,242,12.81,default,0,
llama3,8B,-4,11,20,20,high school mathematics,confident,32,0,210,242,13.22,default,0,
llama3,8B,-4,11,20,20,high school mathematics,unconfident,24,0,218,242,9.92,default,0,
